timestampSec,isShooting,playerPosX,playerPosY,playerPosZ,aimYawSpeed,aimPitchSpeed,moveSpeed,deltaYaw,deltaPitch,health,weaponId,isOnGround,distanceToNearestEnemy
219.60,0,110.10,101.80,4.50,6.18,1.91,0.94,6.18,1.91,4,3,1,9.00
219.80,0,111.31,101.79,4.50,86.09,4.00,1.21,86.09,4.00,4,3,1,8.84
220.01,0,114.00,100.66,4.50,0.00,0.09,2.92,0.00,0.09,4,3,1,8.15
220.21,0,115.12,100.39,4.50,2.18,2.00,1.15,2.18,2.00,4,3,1,8.32
220.41,0,117.54,100.07,4.50,10.55,3.00,2.44,10.55,3.00,4,3,1,9.32
220.61,0,118.69,99.40,4.50,3.73,0.27,1.33,3.73,0.27,4,3,1,9.69
220.81,0,118.08,96.99,4.50,3.82,0.45,2.48,3.82,-0.45,4,3,1,8.19
221.01,0,117.36,95.14,4.50,4.82,3.27,1.98,4.82,-3.27,4,3,1,7.22
221.22,0,118.41,93.51,4.50,5.27,12.55,1.94,5.27,-12.55,4,3,1,8.03
221.42,0,119.29,95.39,5.50,8.55,7.27,2.30,8.55,-7.27,4,3,1,23.53
221.63,0,119.84,97.26,5.50,8.91,4.73,1.95,8.91,-4.73,4,3,1,26.11
221.83,0,119.95,97.60,5.50,12.36,10.73,0.36,12.36,10.73,4,3,1,26.57
222.03,0,119.96,97.65,5.50,7.91,11.73,0.05,7.91,11.73,4,3,1,27.05
222.24,0,119.97,95.08,5.50,8.27,2.18,2.58,8.27,2.18,4,3,1,26.57
222.44,0,118.80,92.37,5.33,5.36,1.09,2.95,5.36,1.09,4,3,0,25.91
222.64,0,117.99,91.14,4.50,0.09,0.09,1.69,0.09,0.09,4,3,1,26.76
222.84,0,117.09,91.74,4.50,0.00,0.00,1.08,0.00,0.00,4,3,1,25.89
223.04,0,117.76,90.86,4.50,7.18,5.53,1.11,7.18,5.53,4,3,1,22.99
223.24,1,118.77,89.53,4.50,12.82,2.29,1.67,12.82,-2.29,4,3,1,20.57
223.45,0,118.66,87.39,5.07,2.27,1.49,2.21,2.27,-1.49,4,3,0,18.95
223.65,0,118.05,85.92,4.50,12.91,0.57,1.69,12.91,-0.57,4,3,1,17.75
223.85,0,118.06,85.72,4.50,6.55,2.59,0.20,6.55,2.59,4,3,1,17.15
224.05,0,118.23,85.81,4.50,1.27,1.39,0.19,1.27,1.39,4,3,1,16.10
224.25,0,118.41,85.94,4.50,3.82,0.24,0.22,3.82,0.24,4,3,1,15.10
224.46,0,118.91,86.45,4.50,2.36,1.02,0.71,2.36,-1.02,0,3,1,15.81
224.66,0,119.30,86.86,4.50,0.00,0.00,0.57,0.00,0.00,0,3,1,16.38
224.86,0,119.37,86.93,4.50,0.00,0.00,0.10,0.00,0.00,0,3,1,16.48
225.06,0,119.38,86.95,4.50,0.00,0.00,0.02,0.00,0.00,0,3,1,16.54
225.26,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,16.82
225.47,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,17.55
225.67,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,18.39
225.88,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,19.54
226.08,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,21.09
226.28,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,22.50
226.49,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,20.23
226.69,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,18.88
226.89,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,16.07
227.09,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,12.94
227.30,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,9.76
227.50,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,7.58
227.70,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,7.78
227.90,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,6.79
228.10,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,5.62
228.31,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,5.99
228.51,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,6.18
228.71,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,4.98
228.91,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,6.80
229.11,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,6.11
229.32,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,3.94
229.52,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,2.62
229.72,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,4.13
229.93,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,6.28
230.13,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,6.28
230.33,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,6.28
230.53,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,6.28
230.74,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,6.28
230.94,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,6.29
231.14,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,6.29
231.34,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,6.27
231.54,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,4.25
231.74,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,3.52
231.94,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,4.29
232.15,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,4.54
232.35,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,3.90
232.55,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,5.32
232.75,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,6.35
232.96,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,5.71
233.16,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,5.25
233.36,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,3.18
233.56,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,4.18
233.77,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,6.84
233.97,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,8.06
234.17,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,7.92
234.37,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,7.80
234.57,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,8.15
234.77,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,10.05
234.98,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,11.91
235.18,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,14.34
235.38,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,14.50
235.58,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,14.46
235.79,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,14.22
235.99,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,11.89
236.19,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,10.32
236.39,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,9.65
236.60,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,10.17
236.80,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,11.47
237.00,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,12.85
237.20,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,14.21
237.40,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,13.96
237.61,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,13.59
237.81,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,13.52
238.01,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,13.51
238.21,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,13.50
238.41,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,13.50
238.62,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,13.50
238.82,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,13.50
239.02,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,13.50
239.22,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,12.34
239.43,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,10.05
239.63,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,8.41
239.83,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,9.63
240.04,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,10.02
240.24,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,8.57
240.44,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,8.90
240.64,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,9.35
240.84,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,9.61
241.04,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,8.40
241.25,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,9.34
241.45,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,11.73
241.65,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,13.47
241.85,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,13.50
242.06,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,13.50
242.26,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,13.50
242.46,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,21.66
242.67,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,24.54
242.87,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,27.00
243.07,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,29.41
243.27,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,31.93
243.48,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,31.94
243.68,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,32.42
243.88,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,33.23
244.09,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,33.31
244.29,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,34.15
244.49,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,34.83
244.69,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,35.80
244.89,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,38.16
245.09,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,41.12
245.29,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,43.19
245.50,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,42.88
245.70,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,41.31
245.90,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,39.19
246.10,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,37.20
246.30,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,35.39
246.50,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,33.90
246.70,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,33.60
246.91,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,33.52
247.11,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,34.20
247.31,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,36.70
247.51,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,36.83
247.71,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,34.85
247.91,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,31.93
248.12,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,29.11
248.32,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,27.37
248.52,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,29.83
248.72,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,33.98
248.93,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,36.02
249.13,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,36.10
249.33,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,36.26
249.53,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,36.53
249.73,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,37.08
249.93,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,35.63
250.13,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,34.50
250.34,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,33.14
250.54,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,32.77
250.74,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,32.67
250.95,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,32.08
251.15,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,29.11
251.35,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,26.18
251.55,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,23.32
251.75,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,20.50
251.95,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,17.53
252.16,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,14.78
252.36,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,12.37
252.56,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,10.96
252.76,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,9.58
252.96,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,8.21
253.16,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,5.69
253.37,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,2.81
253.57,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,1.88
253.77,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,4.71
253.97,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,7.11
254.18,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,7.67
254.38,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,8.67
254.58,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,11.04
254.78,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,13.61
254.98,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,13.65
255.19,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,13.20
255.39,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,13.34
255.60,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,12.78
255.80,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,12.58
256.00,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,12.67
256.20,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,13.30
256.40,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,15.81
256.61,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,17.99
256.81,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,19.52
257.01,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,20.09
257.21,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,22.32
257.41,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,23.94
257.62,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,25.40
257.82,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,26.66
258.02,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,26.97
258.22,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,26.41
258.42,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,27.03
258.63,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,26.77
258.83,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,28.44
259.03,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,30.34
259.24,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,32.49
259.44,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,33.79
259.64,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,35.16
259.84,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,38.39
260.05,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,39.81
260.25,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,39.81
260.45,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,39.81
260.65,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,39.81
260.86,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,39.81
261.06,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,39.81
261.26,0,119.39,86.95,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,39.81
261.46,0,170.00,142.00,5.06,10.55,15.59,74.78,10.55,-15.59,100,3,1,13.94
261.67,0,169.32,140.52,5.00,1.00,0.18,1.63,1.00,0.18,100,3,1,17.37
261.87,0,169.10,140.10,5.00,40.18,4.00,0.47,40.18,4.00,100,3,1,20.71
262.07,0,169.10,140.10,5.00,93.64,8.73,0.00,93.64,8.73,100,3,1,20.66
262.27,0,169.64,140.52,5.00,6.00,4.09,0.69,6.00,-4.09,100,3,1,18.44
262.47,0,171.22,142.88,5.00,45.45,1.73,2.84,45.45,1.73,100,3,1,15.77
262.67,0,171.52,143.64,5.00,1.55,0.73,0.81,1.55,0.73,100,3,1,13.99
262.87,0,171.85,143.53,5.00,1.73,7.89,0.34,1.73,7.89,100,3,1,13.11
263.08,0,172.03,143.40,5.00,20.91,4.10,0.22,20.91,-4.10,100,3,1,12.26
263.28,0,172.06,143.38,5.00,5.91,3.26,0.04,5.91,-3.26,100,3,1,4.83
263.48,1,172.10,143.55,5.00,9.00,2.36,0.18,9.00,-2.36,100,3,1,2.97
263.68,0,172.28,145.80,4.50,20.27,1.45,2.31,20.27,-1.45,100,3,1,3.76
263.89,0,172.27,148.87,4.50,11.00,10.94,3.07,11.00,10.94,100,3,1,4.32
264.09,0,171.20,151.83,4.50,4.18,0.68,3.15,4.18,-0.68,100,3,1,9.77
264.29,0,170.19,153.79,4.50,2.82,2.19,2.21,2.82,-2.19,100,3,1,10.69
264.49,0,169.06,153.61,4.68,4.64,4.27,1.16,4.64,-4.27,100,3,1,9.81
264.70,0,168.05,153.25,5.50,14.73,0.91,1.35,14.73,-0.91,100,3,1,8.93
264.90,0,165.69,152.28,5.50,21.36,6.72,2.55,21.36,6.72,100,3,1,6.78
265.10,0,164.17,150.63,5.50,14.91,4.53,2.25,14.91,-4.53,100,3,1,4.64
265.30,0,163.44,151.91,4.50,31.45,3.21,1.78,31.45,-3.21,100,3,1,5.52
265.51,0,163.16,152.44,4.50,14.36,2.82,0.60,14.36,2.82,100,3,1,5.99
265.71,0,163.39,152.95,4.50,7.64,6.88,0.56,7.64,6.88,78,3,1,6.53
265.91,0,164.69,152.66,5.50,0.27,2.10,1.66,0.27,-2.10,78,3,1,6.68
266.12,0,167.32,152.11,5.50,67.73,9.34,2.68,67.73,-9.34,78,3,1,5.48
266.32,0,170.69,151.89,4.50,11.91,0.27,3.53,11.91,-0.27,56,3,1,2.20
266.52,0,173.43,151.89,4.50,2.36,0.00,2.74,2.36,-0.00,56,3,1,2.33
266.72,0,177.12,150.99,4.50,33.18,0.73,3.80,33.18,-0.73,34,3,1,2.85
266.93,0,179.85,148.99,4.73,14.45,2.18,3.39,14.45,-2.18,34,3,1,2.88
267.13,0,182.69,148.54,5.00,79.00,0.82,2.89,79.00,0.82,34,3,1,4.30
267.33,0,185.08,150.36,4.50,2.18,0.82,3.04,2.18,0.82,34,3,1,7.11
267.53,0,185.89,151.17,4.50,39.73,0.27,1.15,39.73,-0.27,34,3,1,6.59
267.73,0,187.67,150.15,5.00,3.91,0.09,2.12,3.91,-0.09,12,3,1,5.34
267.94,0,188.71,147.77,4.50,17.73,9.41,2.65,17.73,9.41,0,3,1,5.38
268.14,0,189.01,147.18,4.50,0.00,0.00,0.65,0.00,0.00,0,3,1,5.55
268.34,0,189.06,147.08,4.50,0.00,0.00,0.11,0.00,0.00,0,3,1,5.58
268.54,0,189.07,147.07,4.50,0.00,0.00,0.02,0.00,0.00,0,3,1,5.59
268.75,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,6.09
268.95,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,6.60
269.15,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,6.55
269.35,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,7.86
269.55,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,7.85
269.76,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,7.85
269.96,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,7.84
270.16,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,7.84
270.36,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,7.84
270.57,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,7.84
270.77,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,7.84
270.97,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,7.84
271.17,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,7.84
271.37,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,7.84
271.57,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,7.84
271.77,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,7.84
271.98,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,7.84
272.18,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,7.84
272.38,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,7.84
272.58,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,7.84
272.78,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,7.84
272.98,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,7.84
273.19,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,7.84
273.39,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,7.84
273.59,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,7.84
273.80,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,16.92
274.00,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,16.43
274.20,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,16.21
274.40,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,15.26
274.60,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,12.76
274.80,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,9.96
275.00,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,1.61
275.21,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,4.39
275.41,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,5.99
275.61,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,7.47
275.81,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,8.28
276.01,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,11.83
276.21,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,12.53
276.42,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,11.73
276.62,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,8.84
276.82,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,4.89
277.02,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,4.59
277.22,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,6.76
277.42,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,8.02
277.62,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,7.99
277.83,0,189.07,147.06,4.50,0.00,0.00,0.00,0.00,0.00,0,3,1,7.94
